0.000000000000000000e+00 1.255053478927891653e-01 -5.146234770055521483e-03 -6.118008340827167137e-03 -1.725001447257923717e-02 9.018090135729902451e-03 -3.429655229260347455e-03 -6.450107165827971209e-04 -7.903931481443827404e-04 -1.549957888171493627e-03
1.000000000000000056e-01 3.138123116556556375e-02 -3.800504193307753520e-02 -2.103743922386623610e-02 1.552233458485897423e-02 -1.243922330859655381e-02 -5.472631331153891138e-03 -7.192021043225324192e-03 -3.310258290321037994e-03 -1.001841687726769646e-02
2.000000000000000111e-01 -1.025046713449079133e-01 -1.354329048797826493e-02 -5.263774612369061245e-02 -2.731939222757905766e-02 -4.099104794021335429e-02 -1.348097594756745773e-02 -1.860860118266377539e-02 -1.805973274943495355e-02 -1.637625223122221585e-02
3.000000000000000444e-01 4.273636607575955620e-02 2.878952625219410172e-02 -2.104534495875661632e-03 9.738102242603463576e-03 -2.733648710332645809e-02 -2.714302660554350141e-02 -2.425436802779285667e-02 -1.652145866730784715e-02 -1.967431515589790347e-02
4.000000000000000222e-01 -4.518431127218244109e-02 6.262344960324586762e-02 1.417873701244041704e-02 -3.570756815604040485e-02 -2.145016052664425188e-02 -1.671496631945757622e-02 -2.232595785678560124e-02 -2.037931136032853849e-02 -2.279273043868634829e-02
5.000000000000000000e-01 -5.867907732318639741e-02 -4.821022212035191989e-02 -4.129050113213939693e-02 -1.418105956103467812e-02 -2.263097608997921562e-02 -1.875080994529019357e-02 -2.276330682499322355e-02 -2.249388871115626937e-02 -2.238984653624837701e-02
6.000000000000000888e-01 6.683678414690610858e-02 3.528592217715705720e-02 -5.578251657668927693e-02 -2.578793365043637736e-02 -3.274998816552066039e-02 -1.599548197832775451e-02 -1.931316863717282006e-02 -1.653185668440699738e-02 -1.857251131359727997e-02
7.000000000000000666e-01 -1.324161122738737040e-01 -6.541866522648298599e-02 -1.350100237757446281e-02 4.746595944480992701e-03 -6.117448505738354129e-03 -1.020829656740549450e-02 -8.263333268787819569e-03 -9.528318231192245066e-03 -1.151439741178390992e-02
8.000000000000000444e-01 -1.848520760115668349e-02 3.993226619397464983e-02 -2.276476334590650866e-02 -1.742720076286431285e-03 9.250694134125504384e-03 -4.713513198479606786e-03 -3.552150591671820058e-03 -3.666322965646605717e-03 -4.077105877409630333e-03
9.000000000000000222e-01 1.981859500543783348e-01 5.648272559254250563e-02 -1.394672146805441687e-02 8.882390422230608540e-04 2.143106887401383803e-04 2.533038052893996517e-03 4.083131306274613570e-03 4.963001496466851875e-03 4.177218379074759333e-03
1.000000000000000000e+00 2.161587216109953913e-01 9.795562017674130234e-03 -6.928322639751877121e-03 2.240776971336255752e-02 1.759006574990809590e-02 1.606050109812265370e-02 1.687996329027073930e-02 1.466836228026174339e-02 1.561422020129616013e-02
1.100000000000000089e+00 -1.219624535064812859e-01 -5.311366477489566640e-02 8.032451161117917099e-03 3.041725142687613445e-02 3.764265036774272488e-02 1.788053334600279640e-02 2.915450827812069920e-02 2.660548477792762379e-02 2.623462301214340986e-02
1.200000000000000178e+00 -7.121926047626815637e-02 1.025723175388206232e-01 5.811389473400427330e-02 3.992528919206946719e-02 2.936999327992042413e-02 4.154956755602792762e-02 4.554847539309909293e-02 4.037558439474252248e-02 4.111130046145274053e-02
1.300000000000000044e+00 -2.942888625778875000e-02 1.017047870759837103e-01 4.767217191770887347e-02 6.160285661521570227e-02 4.002438033664199035e-02 5.552400432599953473e-02 5.060215521011948714e-02 5.886748850310581649e-02 5.637075481406217392e-02
1.400000000000000133e+00 6.797630990691352904e-02 9.929151343946400476e-02 2.462202548421594389e-02 4.702070667742352245e-02 5.303800944254108418e-02 7.260803247450962894e-02 7.087309049903743607e-02 7.032882286847230713e-02 6.965565908973324338e-02
1.500000000000000000e+00 6.258918851576751596e-02 9.832775550695746491e-02 8.039837271933035490e-02 8.419218131900212121e-02 8.433283509937890277e-02 7.750042143506047365e-02 7.999589267888924937e-02 8.935870432620368620e-02 8.753159780756471220e-02
1.600000000000000089e+00 1.536694475847914243e-01 1.276859374671636405e-01 1.012052883939479203e-01 1.123324595674704135e-01 9.716268029814491280e-02 1.044787970768840668e-01 1.025220778980187736e-01 1.048104215264861472e-01 1.012440835570757869e-01
1.700000000000000178e+00 -2.212663393825581304e-02 1.107756737968138283e-01 1.067513320924907694e-01 8.678785524482307556e-02 1.308028104701578209e-01 1.263701678428124919e-01 1.198528531666212815e-01 1.147005559024499438e-01 1.158940000409021537e-01
1.800000000000000044e+00 1.160113484759948965e-01 2.103600662170178048e-01 1.702073740184757988e-01 1.248491455459222466e-01 1.361650211968624957e-01 1.319585326418079296e-01 1.343068651861346052e-01 1.341750114127718274e-01 1.331045986228140410e-01
1.900000000000000133e+00 1.697131312625324573e-01 1.414856205242040199e-01 1.542188496368437078e-01 1.552849459644038421e-01 1.505833379558241536e-01 1.572750727292101525e-01 1.445345289889485296e-01 1.491977445739790520e-01 1.466489766197185407e-01
2.000000000000000000e+00 3.133998416459323755e-01 1.970448434960446193e-01 1.076543131031786893e-01 1.735035977326621348e-01 1.469838920401737858e-01 1.523949752618533049e-01 1.603878623684782123e-01 1.577809107133982813e-01 1.611677511930870443e-01
2.100000000000000089e+00 2.923279643038553255e-01 1.389623745648956299e-01 1.543385160151746205e-01 1.839281859476484537e-01 1.871325366252385158e-01 1.822388282150189109e-01 1.727155620678570425e-01 1.717449300289558001e-01 1.729094799867565702e-01
2.200000000000000178e+00 1.273880903234309858e-01 1.735199200637951022e-01 1.763642744870060342e-01 2.033908492153604919e-01 1.810221172065819839e-01 1.850077068208498265e-01 1.844780597280442913e-01 1.840268014571405930e-01 1.842732289222182573e-01
2.300000000000000266e+00 1.963485303319621456e-01 1.920645298435788850e-01 2.143968674923627526e-01 1.730333989901869929e-01 1.953245452797736648e-01 1.911051114830664699e-01 1.895947926780057746e-01 1.912081162590254235e-01 1.940504373933034099e-01
2.400000000000000355e+00 1.757902632041599134e-01 2.172312014079071929e-01 2.167771023669083641e-01 1.970336651976661302e-01 1.919034421471700891e-01 1.962067578225606679e-01 2.057098398022798036e-01 1.972951215299730277e-01 2.028105743614340428e-01
2.500000000000000000e+00 1.064790417376306891e-01 2.528487374698720758e-01 2.010487011475693697e-01 2.058785289051500156e-01 2.064623321217836371e-01 1.981952207810635802e-01 2.061907258782301189e-01 2.069229671921346825e-01 2.064036537213859990e-01
2.600000000000000089e+00 2.713978909531299943e-01 2.098076690525316201e-01 1.883227289227459855e-01 2.302101386889572610e-01 2.045099419781033212e-01 2.127824582988674107e-01 2.068623113014139703e-01 2.099827225195824432e-01 2.094352934915667264e-01
2.700000000000000178e+00 2.512152186170555912e-01 3.082496734553121787e-01 2.447091513847931554e-01 2.255813205483850614e-01 2.052692905039676385e-01 2.108305310124196918e-01 2.055476976367718589e-01 2.118084569120204097e-01 2.087150770987565851e-01
2.800000000000000266e+00 8.873533642742190142e-02 1.918733861370256477e-01 2.442250214516359930e-01 2.085854036567661163e-01 1.923727265716239920e-01 2.178808757758506076e-01 2.050487512568738568e-01 2.083584792253702633e-01 2.080227040593851939e-01
